LFS,LFW,Load,T,P,W,DOY,N,Y
0.147201959,0.034715919,11.045335,1144,1,1,1,1,1
0.065680477,0.027601868,11.04346,1145,1,1,1,1,1
0.009499523,0.026984954,11.22436,1146,1,1,1,1,1
0.0,0.03165805,11.4253125,1147,1,1,1,1,1
0.0,0.051709165,11.67596,1148,1,1,1,1,1
0.0,0.057527411,11.181085,1149,1,1,1,1,1
0.0,0.056064745,10.5647375,1150,1,1,1,1,1
0.0,0.056251631,10.159025,1151,1,1,1,1,1
0.0,0.069920028,9.6761775,1152,1,1,1,1,1
0.0,0.163288486,8.5998275,1153,1,1,1,1,1
0.0,0.110407472,8.210685,1154,1,1,1,1,1
0.0,0.096715237,7.9891975,1155,1,1,1,1,1
0.0,0.09191914,7.9203,1156,1,1,1,1,1
0.0,0.097224405,8.01589,1157,1,1,1,1,1
0.0,0.110457054,8.47493,1158,1,1,1,1,1
0.003820129,0.137241774,9.602895,1159,1,1,1,1,1
0.045562148,0.138783581,10.40243,1160,1,1,1,1,1
0.16176874,0.109003923,10.8281525,1161,1,1,1,1,1
0.268304784,0.100207901,11.1619925,1162,1,1,1,1,1
0.342131822,0.113524458,11.137125,1163,1,1,1,1,1
0.41594108,0.113620761,11.3320125,1164,1,1,1,1,1
0.410127914,0.112549982,10.998735,1165,1,1,1,1,1
0.389588794,0.106044264,10.7088225,1166,1,1,1,1,1
0.365651183,0.094564144,10.5479625,1167,1,1,1,1,1
0.317488943,0.102299876,10.3517775,1168,1,1,1,1,1
0.236048741,0.095735994,10.350095,1169,1,1,1,1,1
0.110027669,0.080618279,10.4339925,1170,1,1,1,1,1
0.017546177,0.08563654,10.325425,1171,1,1,1,1,1
0.0,0.090313449,10.227715,1172,1,1,1,1,1
0.0,0.115092009,10.4603675,1173,1,1,1,1,1
0.0,0.125511838,10.0378225,1174,1,1,1,1,1
0.0,0.131054523,9.7994875,1175,1,1,1,1,1
0.0,0.131606599,9.4191675,1176,1,1,1,1,1
0.0,0.157063557,9.550645,1177,1,1,1,1,1
0.0,0.094708579,9.1602375,1178,1,1,1,1,1
0.0,0.102138803,8.82932,1179,1,1,1,1,1
0.0,0.172572938,8.59683,1180,1,1,1,1,1
0.0,0.198245968,8.546285,1181,1,1,1,1,1
0.0,0.200897798,8.7800575,1182,1,1,1,1,1
0.0,0.210305419,9.3631375,1183,1,1,1,1,1
0.0,0.224360118,9.697965,1184,1,1,1,1,1
8.47e-7,0.265389539,10.2720525,1185,1,1,1,1,1
0.012809115,0.244501278,10.701575,1186,1,1,1,1,1
0.057197793,0.232659837,10.95351,1187,1,1,1,1,1
0.110105562,0.172423773,11.199595,1188,1,1,1,1,1
0.181048876,0.173897578,11.2659225,1189,1,1,1,1,1
0.197547735,0.228735638,11.055615,1190,1,1,1,1,1
0.12376811,0.178431187,10.8299325,1191,1,1,1,1,1
0.059529494,0.170642712,10.84768,1192,1,1,1,1,1
0.00973066,0.218297882,11.05596,1193,1,1,1,1,1
0.0,0.281369365,11.823345,1194,1,1,1,1,1
0.0,0.287885472,11.93087,1195,1,1,1,1,1
0.0,0.248494322,11.58667,1196,1,1,1,1,1
0.0,0.22667027,10.979085,1197,1,1,1,1,1
0.0,0.174115589,10.5519625,1198,1,1,1,1,1
0.0,0.138987766,10.80776,1199,1,1,1,1,1
0.0,0.118777762,10.81322,1200,1,1,1,1,1
0.0,0.202134959,9.7611375,1201,1,1,1,1,1
0.0,0.210732653,9.2633475,1202,1,1,1,1,1
0.0,0.20762997,8.942765,1203,1,1,1,1,1
0.0,0.212218203,8.83682,1204,1,1,1,1,1
0.0,0.243116315,8.981215,1205,1,1,1,1,1
0.0,0.341337125,9.3901525,1206,1,1,1,1,1
0.0,0.482481567,10.6275125,1207,1,1,1,1,1
0.0,0.491601778,11.558175,1208,1,1,1,1,1
0.005088425,0.506633678,11.6350275,1209,1,1,1,1,1
0.033385488,0.54310022,11.795925,1210,1,1,1,1,1
0.051809651,0.524358258,11.7556825,1211,1,1,1,1,1
0.070764669,0.517530256,12.002845,1212,1,1,1,1,1
0.087212728,0.545826271,11.8368425,1213,1,1,1,1,1
0.101637271,0.539076457,11.786395,1214,1,1,1,1,1
0.111325598,0.545802434,11.37319,1215,1,1,1,1,1
0.066573704,0.575486742,11.287,1216,1,1,1,1,1
0.012936114,0.547968782,11.3113275,1217,1,1,1,1,1
1.61e-5,0.582320464,11.99665,1218,1,1,1,1,1
0.0,0.530399623,11.990195,1219,1,1,1,1,1
0.0,0.520339262,11.5808475,1220,1,1,1,1,1
0.0,0.507828412,10.9865325,1221,1,1,1,1,1
0.0,0.511209517,10.56568,1222,1,1,1,1,1
0.0,0.529265913,10.5897375,1223,1,1,1,1,1
0.0,0.527040448,10.3682275,1224,1,1,1,1,1
0.0,0.540339842,10.332905,1225,1,1,1,1,1
0.0,0.522327306,9.86812,1226,1,1,1,1,1
0.0,0.525294593,9.473585,1227,1,1,1,1,1
0.0,0.504928823,9.1147025,1228,1,1,1,1,1
0.0,0.521841022,8.97113,1229,1,1,1,1,1
0.0,0.54493475,9.0544125,1230,1,1,1,1,1
0.0,0.525244057,9.35884,1231,1,1,1,1,1
0.0,0.477995358,9.659245,1232,1,1,1,1,1
0.000622295,0.501529602,10.222095,1233,1,1,1,1,1
0.020957369,0.510219785,10.7931775,1234,1,1,1,1,1
0.060026484,0.4960098,10.999385,1235,1,1,1,1,1
0.120487303,0.44809842,11.0092525,1236,1,1,1,1,1
0.16337062,0.438940069,11.003265,1237,1,1,1,1,1
0.124945814,0.394399304,10.77001,1238,1,1,1,1,1
0.075823461,0.381745428,10.61406,1239,1,1,1,1,1
0.033207689,0.404373849,10.55011,1240,1,1,1,1,1
0.002427373,0.419237934,10.86835,1241,1,1,1,1,1
0.0,0.436757511,11.4536825,1242,1,1,1,1,1
0.0,0.442295429,11.2390725,1243,1,1,1,1,1
0.0,0.485872207,10.8860875,1244,1,1,1,1,1
0.0,0.453082355,10.33457,1245,1,1,1,1,1
0.0,0.413735295,10.07504,1246,1,1,1,1,1
0.0,0.380813861,10.151905,1247,1,1,1,1,1
0.0,0.364869462,10.241405,1248,1,1,1,1,1
0.0,0.599998047,9.252785,1249,1,1,1,1,1
0.0,0.630673952,8.82434,1250,1,1,1,1,1
0.0,0.594008906,8.4468825,1251,1,1,1,1,1
0.0,0.602615042,8.2063975,1252,1,1,1,1,1
0.0,0.654723827,8.4266125,1253,1,1,1,1,1
0.0,0.719403299,9.010835,1254,1,1,1,1,1
0.0,0.71523043,10.03391,1255,1,1,1,1,1
0.000824647,0.7371917,10.645805,1256,1,1,1,1,1
0.032474482,0.736237995,11.106905,1257,1,1,1,1,1
0.081363156,0.73061992,11.40379,1258,1,1,1,1,1
0.09967302,0.759617346,11.541545,1259,1,1,1,1,1
0.087344807,0.76482638,11.76636,1260,1,1,1,1,1
0.083823549,0.773897976,11.6746225,1261,1,1,1,1,1
0.100042164,0.780654205,11.81015,1262,1,1,1,1,1
0.070608884,0.770184058,11.6063975,1263,1,1,1,1,1
0.053593563,0.776509546,11.61123,1264,1,1,1,1,1
0.04291549,0.733693695,11.3160825,1265,1,1,1,1,1
0.015868097,0.728877427,11.2805925,1266,1,1,1,1,1
0.000490216,0.75413598,11.7188475,1267,1,1,1,1,1
0.0,0.768718237,11.61852,1268,1,1,1,1,1
0.0,0.751264013,11.087055,1269,1,1,1,1,1
0.0,0.761800345,10.492455,1270,1,1,1,1,1
0.0,0.741000013,10.677795,1271,1,1,1,1,1
0.0,0.688208769,10.5598775,1272,1,1,1,1,1
0.0,0.599998047,9.252785,1273,1,1,1,1,1
0.0,0.630673952,8.82434,1274,1,1,1,1,1
0.0,0.594008906,8.4468825,1275,1,1,1,1,1
0.0,0.602615042,8.2063975,1276,1,1,1,1,1
0.0,0.654723827,8.4266125,1277,1,1,1,1,1
0.0,0.719403299,9.010835,1278,1,1,1,1,1
0.0,0.71523043,10.03391,1279,1,1,1,1,1
0.000824647,0.7371917,10.645805,1280,1,1,1,1,1
0.032474482,0.736237995,11.106905,1281,1,1,1,1,1
0.081363156,0.73061992,11.40379,1282,1,1,1,1,1
0.09967302,0.759617346,11.541545,1283,1,1,1,1,1
0.087344807,0.76482638,11.76636,1284,1,1,1,1,1
0.083823549,0.773897976,11.6746225,1285,1,1,1,1,1
0.100042164,0.780654205,11.81015,1286,1,1,1,1,1
0.070608884,0.770184058,11.6063975,1287,1,1,1,1,1
0.053593563,0.776509546,11.61123,1288,1,1,1,1,1
0.04291549,0.733693695,11.3160825,1289,1,1,1,1,1
0.015868097,0.728877427,11.2805925,1290,1,1,1,1,1
0.000490216,0.75413598,11.7188475,1291,1,1,1,1,1
0.0,0.768718237,11.61852,1292,1,1,1,1,1
0.0,0.751264013,11.087055,1293,1,1,1,1,1
0.0,0.761800345,10.492455,1294,1,1,1,1,1
0.0,0.741000013,10.677795,1295,1,1,1,1,1
0.0,0.688208769,10.5598775,1296,1,1,1,1,1
0.0,0.414815609,8.939045,1297,1,1,1,1,1
0.0,0.397501987,8.547415,1298,1,1,1,1,1
0.0,0.344615252,8.295295,1299,1,1,1,1,1
0.0,0.32155585,8.1496725,1300,1,1,1,1,1
0.0,0.272753901,8.2120525,1301,1,1,1,1,1
0.0,0.261223247,8.690465,1302,1,1,1,1,1
0.0,0.23152559,9.8918775,1303,1,1,1,1,1
0.007875629,0.184990106,11.073725,1304,1,1,1,1,1
0.051338908,0.196100268,11.284665,1305,1,1,1,1,1
0.111322211,0.211606057,11.42158,1306,1,1,1,1,1
0.176885003,0.189728993,11.3781625,1307,1,1,1,1,1
0.223110933,0.164767362,11.4999925,1308,1,1,1,1,1
0.262718523,0.102682229,11.2287925,1309,1,1,1,1,1
0.268713721,0.075379759,11.1303,1310,1,1,1,1,1
0.22710632,0.050910133,11.0163875,1311,1,1,1,1,1
0.147201959,0.034715919,11.045335,1312,1,1,1,1,1
0.065680477,0.027601868,11.04346,1313,1,1,1,1,1
0.009499523,0.026984954,11.22436,1314,1,1,1,1,1
0.0,0.03165805,11.4253125,1315,1,1,1,1,1
0.0,0.051709165,11.67596,1316,1,1,1,1,1
0.0,0.057527411,11.181085,1317,1,1,1,1,1
0.0,0.056064745,10.5647375,1318,1,1,1,1,1
0.0,0.056251631,10.159025,1319,1,1,1,1,1
0.0,0.069920028,9.6761775,1320,1,1,1,1,1
0.0,0.202134959,9.7611375,1321,1,1,1,1,1
0.0,0.210732653,9.2633475,1322,1,1,1,1,1
0.0,0.20762997,8.942765,1323,1,1,1,1,1
0.0,0.212218203,8.83682,1324,1,1,1,1,1
0.0,0.243116315,8.981215,1325,1,1,1,1,1
0.0,0.341337125,9.3901525,1326,1,1,1,1,1
0.0,0.482481567,10.6275125,1327,1,1,1,1,1
0.0,0.491601778,11.558175,1328,1,1,1,1,1
0.005088425,0.506633678,11.6350275,1329,1,1,1,1,1
0.033385488,0.54310022,11.795925,1330,1,1,1,1,1
0.051809651,0.524358258,11.7556825,1331,1,1,1,1,1
0.070764669,0.517530256,12.002845,1332,1,1,1,1,1
0.087212728,0.545826271,11.8368425,1333,1,1,1,1,1
0.101637271,0.539076457,11.786395,1334,1,1,1,1,1
0.111325598,0.545802434,11.37319,1335,1,1,1,1,1
0.066573704,0.575486742,11.287,1336,1,1,1,1,1
0.012936114,0.547968782,11.3113275,1337,1,1,1,1,1
1.61e-5,0.582320464,11.99665,1338,1,1,1,1,1
0.0,0.530399623,11.990195,1339,1,1,1,1,1
0.0,0.520339262,11.5808475,1340,1,1,1,1,1
0.0,0.507828412,10.9865325,1341,1,1,1,1,1
0.0,0.511209517,10.56568,1342,1,1,1,1,1
0.0,0.529265913,10.5897375,1343,1,1,1,1,1
0.0,0.527040448,10.3682275,1344,1,1,1,1,1
0.0,0.588331156,9.2652425,1345,1,1,1,1,1
0.0,0.610821901,8.9044175,1346,1,1,1,1,1
0.0,0.617739793,8.6324475,1347,1,1,1,1,1
0.0,0.584596623,8.4068,1348,1,1,1,1,1
0.0,0.609187907,8.318585,1349,1,1,1,1,1
0.0,0.607815396,8.3513875,1350,1,1,1,1,1
0.0,0.59969642,8.5700825,1351,1,1,1,1,1
0.000449576,0.596768034,8.537845,1352,1,1,1,1,1
0.032929138,0.573384342,8.921625,1353,1,1,1,1,1
0.102464457,0.551191969,9.4544775,1354,1,1,1,1,1
0.139081645,0.519326916,9.86275,1355,1,1,1,1,1
0.16953007,0.520784057,10.2290975,1356,1,1,1,1,1
0.177038249,0.542546774,10.260555,1357,1,1,1,1,1
0.150855296,0.547728683,9.9634,1358,1,1,1,1,1
0.115977147,0.569598814,9.6486925,1359,1,1,1,1,1
0.08498432,0.584481614,9.51082,1360,1,1,1,1,1
0.042374474,0.541657083,9.3827775,1361,1,1,1,1,1
0.010684846,0.534255285,9.583995,1362,1,1,1,1,1
0.000248071,0.565603883,10.236335,1363,1,1,1,1,1
0.0,0.605039993,10.3986475,1364,1,1,1,1,1
0.0,0.636943021,10.0646375,1365,1,1,1,1,1
0.0,0.624030562,9.7158725,1366,1,1,1,1,1
0.0,0.62882947,9.8203075,1367,1,1,1,1,1
0.0,0.632018254,9.8567575,1368,1,1,1,1,1
0.0,0.599998047,9.252785,1369,1,1,1,1,1
0.0,0.630673952,8.82434,1370,1,1,1,1,1
0.0,0.594008906,8.4468825,1371,1,1,1,1,1
0.0,0.602615042,8.2063975,1372,1,1,1,1,1
0.0,0.654723827,8.4266125,1373,1,1,1,1,1
0.0,0.719403299,9.010835,1374,1,1,1,1,1
0.0,0.71523043,10.03391,1375,1,1,1,1,1
0.000824647,0.7371917,10.645805,1376,1,1,1,1,1
0.032474482,0.736237995,11.106905,1377,1,1,1,1,1
0.081363156,0.73061992,11.40379,1378,1,1,1,1,1
0.09967302,0.759617346,11.541545,1379,1,1,1,1,1
0.087344807,0.76482638,11.76636,1380,1,1,1,1,1
0.083823549,0.773897976,11.6746225,1381,1,1,1,1,1
0.100042164,0.780654205,11.81015,1382,1,1,1,1,1
0.070608884,0.770184058,11.6063975,1383,1,1,1,1,1
0.053593563,0.776509546,11.61123,1384,1,1,1,1,1
0.04291549,0.733693695,11.3160825,1385,1,1,1,1,1
0.015868097,0.728877427,11.2805925,1386,1,1,1,1,1
0.000490216,0.75413598,11.7188475,1387,1,1,1,1,1
0.0,0.768718237,11.61852,1388,1,1,1,1,1
0.0,0.751264013,11.087055,1389,1,1,1,1,1
0.0,0.761800345,10.492455,1390,1,1,1,1,1
0.0,0.741000013,10.677795,1391,1,1,1,1,1
0.0,0.688208769,10.5598775,1392,1,1,1,1,1
0.0,0.540339842,10.332905,1393,1,1,1,1,1
0.0,0.522327306,9.86812,1394,1,1,1,1,1
0.0,0.525294593,9.473585,1395,1,1,1,1,1
0.0,0.504928823,9.1147025,1396,1,1,1,1,1
0.0,0.521841022,8.97113,1397,1,1,1,1,1
0.0,0.54493475,9.0544125,1398,1,1,1,1,1
0.0,0.525244057,9.35884,1399,1,1,1,1,1
0.0,0.477995358,9.659245,1400,1,1,1,1,1
0.000622295,0.501529602,10.222095,1401,1,1,1,1,1
0.020957369,0.510219785,10.7931775,1402,1,1,1,1,1
0.060026484,0.4960098,10.999385,1403,1,1,1,1,1
0.120487303,0.44809842,11.0092525,1404,1,1,1,1,1
0.16337062,0.438940069,11.003265,1405,1,1,1,1,1
0.124945814,0.394399304,10.77001,1406,1,1,1,1,1
0.075823461,0.381745428,10.61406,1407,1,1,1,1,1
0.033207689,0.404373849,10.55011,1408,1,1,1,1,1
0.002427373,0.419237934,10.86835,1409,1,1,1,1,1
0.0,0.436757511,11.4536825,1410,1,1,1,1,1
0.0,0.442295429,11.2390725,1411,1,1,1,1,1
0.0,0.485872207,10.8860875,1412,1,1,1,1,1
0.0,0.453082355,10.33457,1413,1,1,1,1,1
0.0,0.413735295,10.07504,1414,1,1,1,1,1
0.0,0.380813861,10.151905,1415,1,1,1,1,1
0.0,0.364869462,10.241405,1416,1,1,1,1,1
0.0,0.606800578,9.657145,1417,1,1,1,1,1
0.0,0.54967173,9.2779875,1418,1,1,1,1,1
0.0,0.503273551,8.9610275,1419,1,1,1,1,1
0.0,0.459669121,8.754465,1420,1,1,1,1,1
0.0,0.45885674,8.8046625,1421,1,1,1,1,1
0.0,0.494911371,9.3255375,1422,1,1,1,1,1
0.0,0.499145856,10.545615,1423,1,1,1,1,1
0.0,0.483543764,11.5036975,1424,1,1,1,1,1
1.35e-5,0.489425895,12.02559,1425,1,1,1,1,1
0.017617296,0.501836629,12.166425,1426,1,1,1,1,1
0.068865611,0.502042584,12.2016625,1427,1,1,1,1,1
0.116862753,0.445706092,12.248335,1428,1,1,1,1,1
0.144328396,0.396217625,12.0404725,1429,1,1,1,1,1
0.121560868,0.365759076,12.0638175,1430,1,1,1,1,1
0.069549713,0.32437153,11.955595,1431,1,1,1,1,1
0.02654871,0.25345605,12.0251375,1432,1,1,1,1,1
0.00331044,0.246333418,12.28384,1433,1,1,1,1,1
0.0,0.209692386,12.87133,1434,1,1,1,1,1
0.0,0.159265677,12.7829625,1435,1,1,1,1,1
0.0,0.129597578,12.26343,1436,1,1,1,1,1
0.0,0.117614965,11.65403,1437,1,1,1,1,1
0.0,0.115688899,11.0231375,1438,1,1,1,1,1
0.0,0.125128532,11.015515,1439,1,1,1,1,1
0.0,0.117756083,10.98185,1440,1,1,1,1,1
0.0,0.557840349,8.8913725,1441,1,1,1,1,1
0.0,0.551098163,8.42501,1442,1,1,1,1,1
0.0,0.549645032,8.08873,1443,1,1,1,1,1
0.0,0.596865127,7.974125,1444,1,1,1,1,1
0.0,0.612648383,8.1020575,1445,1,1,1,1,1
0.0,0.635973812,8.56234,1446,1,1,1,1,1
0.0,0.633946674,9.674555,1447,1,1,1,1,1
0.007445526,0.639904132,10.7917525,1448,1,1,1,1,1
0.082151396,0.64931802,11.0184325,1449,1,1,1,1,1
0.19327803,0.66717895,11.1030075,1450,1,1,1,1,1
0.200071628,0.675761388,10.9692,1451,1,1,1,1,1
0.183008893,0.691917462,10.9891875,1452,1,1,1,1,1
0.139206951,0.707571043,10.8310975,1453,1,1,1,1,1
0.124475918,0.6953758,10.7606275,1454,1,1,1,1,1
0.129696422,0.666169195,10.5912925,1455,1,1,1,1,1
0.128056442,0.612844804,10.41755,1456,1,1,1,1,1
0.067790354,0.583302567,10.2529975,1457,1,1,1,1,1
0.006272902,0.558956896,10.5029825,1458,1,1,1,1,1
0.0,0.555446115,10.704925,1459,1,1,1,1,1
0.0,0.55001785,11.0798225,1460,1,1,1,1,1
0.0,0.435609499,10.660615,1461,1,1,1,1,1
0.0,0.406761409,10.0262375,1462,1,1,1,1,1
0.0,0.391881115,9.9336075,1463,1,1,1,1,1
0.0,0.398377298,9.64022,1464,1,1,1,1,1
0.0,0.158632982,11.024285,1465,1,1,1,1,1
0.0,0.166658592,10.5506775,1466,1,1,1,1,1
0.0,0.176514986,10.0569825,1467,1,1,1,1,1
0.0,0.182425507,9.827125,1468,1,1,1,1,1
0.0,0.191975919,9.65936,1469,1,1,1,1,1
0.0,0.199867664,10.0733075,1470,1,1,1,1,1
0.0,0.212893504,11.06534,1471,1,1,1,1,1
0.0,0.236626107,11.9292375,1472,1,1,1,1,1
0.005092659,0.254420142,12.1747925,1473,1,1,1,1,1
0.039710883,0.272866934,12.304415,1474,1,1,1,1,1
0.077713206,0.298412472,12.33486,1475,1,1,1,1,1
0.099540095,0.31264566,12.46804,1476,1,1,1,1,1
0.112555795,0.302544482,12.189935,1477,1,1,1,1,1
0.098751008,0.291585285,12.1607175,1478,1,1,1,1,1
0.079463252,0.29735429,11.9822725,1479,1,1,1,1,1
0.05928481,0.283321264,11.956255,1480,1,1,1,1,1
0.022193493,0.323036244,11.84756,1481,1,1,1,1,1
0.000872059,0.352992998,12.23219,1482,1,1,1,1,1
0.0,0.39477972,12.47182,1483,1,1,1,1,1
0.0,0.468746653,12.074095,1484,1,1,1,1,1
0.0,0.529836913,11.58644,1485,1,1,1,1,1
0.0,0.518528388,10.9747,1486,1,1,1,1,1
0.0,0.474551356,10.95216,1487,1,1,1,1,1
0.0,0.477501517,10.8215975,1488,1,1,1,1,1
0.0,0.438229712,8.7413425,1489,1,1,1,1,1
0.0,0.43887237,8.3707875,1490,1,1,1,1,1
0.0,0.433577594,8.1662825,1491,1,1,1,1,1
0.0,0.446632893,8.1902225,1492,1,1,1,1,1
0.0,0.44565365,8.3048275,1493,1,1,1,1,1
0.0,0.437207562,8.671965,1494,1,1,1,1,1
2.71e-5,0.404404361,9.7503675,1495,1,1,1,1,1
0.04084202,0.404214615,10.7693425,1496,1,1,1,1,1
0.175085005,0.378391021,10.872925,1497,1,1,1,1,1
0.293492065,0.354503983,11.011685,1498,1,1,1,1,1
0.335344997,0.311219929,10.9707225,1499,1,1,1,1,1
0.364906969,0.304934468,11.0249125,1500,1,1,1,1,1
0.3913236,0.271679309,10.706565,1501,1,1,1,1,1
0.387059822,0.231660987,10.73364,1502,1,1,1,1,1
0.342014136,0.19212132,10.6362625,1503,1,1,1,1,1
0.282514275,0.176893953,10.4404575,1504,1,1,1,1,1
0.165176546,0.181689096,10.3659775,1505,1,1,1,1,1
0.041021512,0.194131294,10.5938575,1506,1,1,1,1,1
0.000482596,0.218217614,10.7613975,1507,1,1,1,1,1
0.0,0.240988106,11.0392975,1508,1,1,1,1,1
0.0,0.214233899,10.91285,1509,1,1,1,1,1
0.0,0.254334222,10.31668,1510,1,1,1,1,1
0.0,0.272028289,9.9884525,1511,1,1,1,1,1
0.0,0.278100166,9.5276875,1512,1,1,1,1,1
0.0,0.557840349,8.8913725,1513,1,1,1,1,1
0.0,0.551098163,8.42501,1514,1,1,1,1,1
0.0,0.549645032,8.08873,1515,1,1,1,1,1
0.0,0.596865127,7.974125,1516,1,1,1,1,1
0.0,0.612648383,8.1020575,1517,1,1,1,1,1
0.0,0.635973812,8.56234,1518,1,1,1,1,1
0.0,0.633946674,9.674555,1519,1,1,1,1,1
0.007445526,0.639904132,10.7917525,1520,1,1,1,1,1
0.082151396,0.64931802,11.0184325,1521,1,1,1,1,1
0.19327803,0.66717895,11.1030075,1522,1,1,1,1,1
0.200071628,0.675761388,10.9692,1523,1,1,1,1,1
0.183008893,0.691917462,10.9891875,1524,1,1,1,1,1
0.139206951,0.707571043,10.8310975,1525,1,1,1,1,1
0.124475918,0.6953758,10.7606275,1526,1,1,1,1,1
0.129696422,0.666169195,10.5912925,1527,1,1,1,1,1
0.128056442,0.612844804,10.41755,1528,1,1,1,1,1
0.067790354,0.583302567,10.2529975,1529,1,1,1,1,1
0.006272902,0.558956896,10.5029825,1530,1,1,1,1,1
0.0,0.555446115,10.704925,1531,1,1,1,1,1
0.0,0.55001785,11.0798225,1532,1,1,1,1,1
0.0,0.435609499,10.660615,1533,1,1,1,1,1
0.0,0.406761409,10.0262375,1534,1,1,1,1,1
0.0,0.391881115,9.9336075,1535,1,1,1,1,1
0.0,0.398377298,9.64022,1536,1,1,1,1,1
0.0,0.477506213,10.1777975,1537,1,1,1,1,1
0.0,0.479877563,9.810715,1538,1,1,1,1,1
0.0,0.468125697,9.432965,1539,1,1,1,1,1
0.0,0.447484366,9.3648575,1540,1,1,1,1,1
0.0,0.41838932,9.41163,1541,1,1,1,1,1
0.0,0.414389395,9.8403025,1542,1,1,1,1,1
0.0,0.385979914,11.001755,1543,1,1,1,1,1
0.0,0.340736421,12.08655,1544,1,1,1,1,1
0.007526805,0.30168876,12.2389725,1545,1,1,1,1,1
0.071336165,0.232343691,12.2149625,1546,1,1,1,1,1
0.173470425,0.194043573,12.1280625,1547,1,1,1,1,1
0.260488421,0.164611942,12.089645,1548,1,1,1,1,1
0.241183732,0.181091252,11.9610875,1549,1,1,1,1,1
0.160832334,0.168484098,12.1483475,1550,1,1,1,1,1
0.079033995,0.168578494,12.1528625,1551,1,1,1,1,1
0.033663192,0.157883104,12.32996,1552,1,1,1,1,1
0.003377326,0.158914789,12.50289,1553,1,1,1,1,1
0.0,0.146505963,13.1076925,1554,1,1,1,1,1
0.0,0.158248294,13.0290825,1555,1,1,1,1,1
0.0,0.142144662,12.465375,1556,1,1,1,1,1
0.0,0.156791348,11.795385,1557,1,1,1,1,1
0.0,0.153706782,11.348085,1558,1,1,1,1,1
0.0,0.159625146,11.3587525,1559,1,1,1,1,1
0.0,0.188109953,11.10417,1560,1,1,1,1,1
0.0,0.414815609,8.939045,1561,1,1,1,1,1
0.0,0.397501987,8.547415,1562,1,1,1,1,1
0.0,0.344615252,8.295295,1563,1,1,1,1,1
0.0,0.32155585,8.1496725,1564,1,1,1,1,1
0.0,0.272753901,8.2120525,1565,1,1,1,1,1
0.0,0.261223247,8.690465,1566,1,1,1,1,1
0.0,0.23152559,9.8918775,1567,1,1,1,1,1
0.007875629,0.184990106,11.073725,1568,1,1,1,1,1
0.051338908,0.196100268,11.284665,1569,1,1,1,1,1
0.111322211,0.211606057,11.42158,1570,1,1,1,1,1
0.176885003,0.189728993,11.3781625,1571,1,1,1,1,1
0.223110933,0.164767362,11.4999925,1572,1,1,1,1,1
0.262718523,0.102682229,11.2287925,1573,1,1,1,1,1
0.268713721,0.075379759,11.1303,1574,1,1,1,1,1
0.22710632,0.050910133,11.0163875,1575,1,1,1,1,1
0.147201959,0.034715919,11.045335,1576,1,1,1,1,1
0.065680477,0.027601868,11.04346,1577,1,1,1,1,1
0.009499523,0.026984954,11.22436,1578,1,1,1,1,1
0.0,0.03165805,11.4253125,1579,1,1,1,1,1
0.0,0.051709165,11.67596,1580,1,1,1,1,1
0.0,0.057527411,11.181085,1581,1,1,1,1,1
0.0,0.056064745,10.5647375,1582,1,1,1,1,1
0.0,0.056251631,10.159025,1583,1,1,1,1,1
0.0,0.069920028,9.6761775,1584,1,1,1,1,1
0.0,0.557840349,8.8913725,1585,1,1,1,1,1
0.0,0.551098163,8.42501,1586,1,1,1,1,1
0.0,0.549645032,8.08873,1587,1,1,1,1,1
0.0,0.596865127,7.974125,1588,1,1,1,1,1
0.0,0.612648383,8.1020575,1589,1,1,1,1,1
0.0,0.635973812,8.56234,1590,1,1,1,1,1
0.0,0.633946674,9.674555,1591,1,1,1,1,1
0.007445526,0.639904132,10.7917525,1592,1,1,1,1,1
0.082151396,0.64931802,11.0184325,1593,1,1,1,1,1
0.19327803,0.66717895,11.1030075,1594,1,1,1,1,1
0.200071628,0.675761388,10.9692,1595,1,1,1,1,1
0.183008893,0.691917462,10.9891875,1596,1,1,1,1,1
0.139206951,0.707571043,10.8310975,1597,1,1,1,1,1
0.124475918,0.6953758,10.7606275,1598,1,1,1,1,1
0.129696422,0.666169195,10.5912925,1599,1,1,1,1,1
0.128056442,0.612844804,10.41755,1600,1,1,1,1,1
0.067790354,0.583302567,10.2529975,1601,1,1,1,1,1
0.006272902,0.558956896,10.5029825,1602,1,1,1,1,1
0.0,0.555446115,10.704925,1603,1,1,1,1,1
0.0,0.55001785,11.0798225,1604,1,1,1,1,1
0.0,0.435609499,10.660615,1605,1,1,1,1,1
0.0,0.406761409,10.0262375,1606,1,1,1,1,1
0.0,0.391881115,9.9336075,1607,1,1,1,1,1
0.0,0.398377298,9.64022,1608,1,1,1,1,1
0.0,0.278164051,9.05889,1609,1,1,1,1,1
0.0,0.231951803,8.5922225,1610,1,1,1,1,1
0.0,0.205969929,8.3600625,1611,1,1,1,1,1
0.0,0.202711825,8.24045,1612,1,1,1,1,1
0.0,0.17844148,8.28361,1613,1,1,1,1,1
0.0,0.178041011,8.7573575,1614,1,1,1,1,1
0.0,0.242666264,10.006225,1615,1,1,1,1,1
0.012031035,0.249196773,11.123235,1616,1,1,1,1,1
0.084639729,0.305663894,11.300285,1617,1,1,1,1,1
0.195580097,0.327082326,11.498905,1618,1,1,1,1,1
0.23815777,0.33568288,11.5053175,1619,1,1,1,1,1
